,path,emotion
2806,data/training\Actor_26\518_26_01_01_01_sub_negative.wav,negative
2807,data/training\Actor_26\519_26_01_01_01_such_negative.wav,negative
2808,data/training\Actor_26\51_26_01_01_01_haze_negative.wav,negative
2809,data/training\Actor_26\520_26_01_01_01_such_negative.wav,negative
2810,data/training\Actor_26\522_26_01_01_01_such_negative.wav,negative
2811,data/training\Actor_26\523_26_01_01_01_sure_negative.wav,negative
2812,data/training\Actor_26\524_26_01_01_01_sure_negative.wav,negative
2813,data/training\Actor_26\526_26_01_01_01_sure_negative.wav,negative
2814,data/training\Actor_26\528_26_01_01_01_take_negative.wav,negative
2815,data/training\Actor_26\529_26_01_01_01_take_negative.wav,negative
2816,data/training\Actor_26\52_26_01_01_01_haze_negative.wav,negative
2817,data/training\Actor_26\531_26_01_01_01_take_negative.wav,negative
2818,data/training\Actor_26\532_26_01_01_01_talk_negative.wav,negative
2819,data/training\Actor_26\533_26_01_01_01_talk_negative.wav,negative
2820,data/training\Actor_26\535_26_01_01_01_talk_negative.wav,negative
2821,data/training\Actor_26\537_26_01_01_01_tape_negative.wav,negative
2822,data/training\Actor_26\538_26_01_01_01_tape_negative.wav,negative
2823,data/training\Actor_26\540_26_01_01_01_tape_negative.wav,negative
2824,data/training\Actor_26\542_26_01_01_01_team_negative.wav,negative
2825,data/training\Actor_26\543_26_01_01_01_team_negative.wav,negative
2826,data/training\Actor_26\545_26_01_01_01_tell_negative.wav,negative
2827,data/training\Actor_26\546_26_01_01_01_tell_negative.wav,negative
2828,data/training\Actor_26\549_26_01_01_01_thin_negative.wav,negative
2829,data/training\Actor_26\550_26_01_01_01_thin_negative.wav,negative
2830,data/training\Actor_26\552_26_01_01_01_third_negative.wav,negative
2831,data/training\Actor_26\553_26_01_01_01_third_negative.wav,negative
2832,data/training\Actor_26\555_26_01_01_01_thought_negative.wav,negative
2833,data/training\Actor_26\556_26_01_01_01_thought_negative.wav,negative
2834,data/training\Actor_26\559_26_01_01_01_thumb_negative.wav,negative
2835,data/training\Actor_26\55_26_01_01_01_hire_negative.wav,negative
2836,data/training\Actor_26\560_26_01_01_01_thumb_negative.wav,negative
2837,data/training\Actor_26\562_26_01_01_01_time_negative.wav,negative
2838,data/training\Actor_26\563_26_01_01_01_time_negative.wav,negative
2839,data/training\Actor_26\565_26_01_01_01_time_negative.wav,negative
2840,data/training\Actor_26\568_26_01_01_01_tip_negative.wav,negative
2841,data/training\Actor_26\569_26_01_01_01_tip_negative.wav,negative
2842,data/training\Actor_26\56_26_01_01_01_hire_negative.wav,negative
2843,data/training\Actor_26\571_26_01_01_01_tip_negative.wav,negative
2844,data/training\Actor_26\572_26_01_01_01_tire_negative.wav,negative
2845,data/training\Actor_26\573_26_01_01_01_tire_negative.wav,negative
2846,data/training\Actor_26\575_26_01_01_01_tire_negative.wav,negative
2847,data/training\Actor_26\578_26_01_01_01_ton_negative.wav,negative
2848,data/training\Actor_26\579_26_01_01_01_ton_negative.wav,negative
2849,data/training\Actor_26\581_26_01_01_01_ton_negative.wav,negative
2850,data/training\Actor_26\582_26_01_01_01_tool_negative.wav,negative
2851,data/training\Actor_26\583_26_01_01_01_tool_negative.wav,negative
2852,data/training\Actor_26\585_26_01_01_01_tool_negative.wav,negative
2853,data/training\Actor_26\586_26_01_01_01_tough_negative.wav,negative
2854,data/training\Actor_26\587_26_01_01_01_tough_negative.wav,negative
2855,data/training\Actor_26\589_26_01_01_01_tough_negative.wav,negative
2856,data/training\Actor_26\58_26_01_01_01_hire_negative.wav,negative
2857,data/training\Actor_26\590_26_01_01_01_turn_negative.wav,negative
2858,data/training\Actor_26\591_26_01_01_01_turn_negative.wav,negative
2859,data/training\Actor_26\593_26_01_01_01_turn_negative.wav,negative
2860,data/training\Actor_26\594_26_01_01_01_vine_negative.wav,negative
2861,data/training\Actor_26\595_26_01_01_01_vine_negative.wav,negative
2862,data/training\Actor_26\597_26_01_01_01_vine_negative.wav,negative
2863,data/training\Actor_26\599_26_01_01_01_voice_negative.wav,negative
2864,data/training\Actor_26\600_26_01_01_01_voice_negative.wav,negative
2865,data/training\Actor_26\602_26_01_01_01_voice_negative.wav,negative
2866,data/training\Actor_26\603_26_01_01_01_void_negative.wav,negative
2867,data/training\Actor_26\604_26_01_01_01_void_negative.wav,negative
2868,data/training\Actor_26\606_26_01_01_01_void_negative.wav,negative
2869,data/training\Actor_26\608_26_01_01_01_vote_negative.wav,negative
2870,data/training\Actor_26\609_26_01_01_01_vote_negative.wav,negative
2871,data/training\Actor_26\60_26_01_01_01_hit_negative.wav,negative
2872,data/training\Actor_26\611_26_01_01_01_vote_negative.wav,negative
2873,data/training\Actor_26\612_26_01_01_01_wag_negative.wav,negative
2874,data/training\Actor_26\613_26_01_01_01_wag_negative.wav,negative
2875,data/training\Actor_26\615_26_01_01_01_wag_negative.wav,negative
2876,data/training\Actor_26\616_26_01_01_01_walk_negative.wav,negative
2877,data/training\Actor_26\617_26_01_01_01_walk_negative.wav,negative
2878,data/training\Actor_26\619_26_01_01_01_walk_negative.wav,negative
2879,data/training\Actor_26\61_26_01_01_01_hit_negative.wav,negative
2880,data/training\Actor_26\620_26_01_01_01_wash_negative.wav,negative
2881,data/training\Actor_26\621_26_01_01_01_wash_negative.wav,negative
2882,data/training\Actor_26\623_26_01_01_01_wash_negative.wav,negative
2883,data/training\Actor_26\625_26_01_01_01_week_negative.wav,negative
2884,data/training\Actor_26\626_26_01_01_01_week_negative.wav,negative
2885,data/training\Actor_26\628_26_01_01_01_week_negative.wav,negative
2886,data/training\Actor_26\629_26_01_01_01_wheat_negative.wav,negative
2887,data/training\Actor_26\630_26_01_01_01_wheat_negative.wav,negative
2888,data/training\Actor_26\632_26_01_01_01_wheat_negative.wav,negative
2889,data/training\Actor_26\633_26_01_01_01_when_negative.wav,negative
2890,data/training\Actor_26\634_26_01_01_01_when_negative.wav,negative
2891,data/training\Actor_26\636_26_01_01_01_when_negative.wav,negative
2892,data/training\Actor_26\638_26_01_01_01_which_negative.wav,negative
2893,data/training\Actor_26\639_26_01_01_01_which_negative.wav,negative
2894,data/training\Actor_26\63_26_01_01_01_hit_negative.wav,negative
2895,data/training\Actor_26\641_26_01_01_01_which_negative.wav,negative
2896,data/training\Actor_26\643_26_01_01_01_whip_negative.wav,negative
2897,data/training\Actor_26\644_26_01_01_01_whip_negative.wav,negative
2898,data/training\Actor_26\646_26_01_01_01_whip_negative.wav,negative
2899,data/training\Actor_26\648_26_01_01_01_white_negative.wav,negative
2900,data/training\Actor_26\649_26_01_01_01_white_negative.wav,negative
2901,data/training\Actor_26\651_26_01_01_01_white_negative.wav,negative
2902,data/training\Actor_26\652_26_01_01_01_wife_negative.wav,negative
2903,data/training\Actor_26\653_26_01_01_01_wife_negative.wav,negative
2904,data/training\Actor_26\655_26_01_01_01_wife_negative.wav,negative
2905,data/training\Actor_26\656_26_01_01_01_wire_negative.wav,negative
2906,data/training\Actor_26\657_26_01_01_01_wire_negative.wav,negative
2907,data/training\Actor_26\659_26_01_01_01_wire_negative.wav,negative
2908,data/training\Actor_26\65_26_01_01_01_hole_negative.wav,negative
2909,data/training\Actor_26\661_26_01_01_01_witch_negative.wav,negative
2910,data/training\Actor_26\662_26_01_01_01_witch_negative.wav,negative
2911,data/training\Actor_26\664_26_01_01_01_witch_negative.wav,negative
2912,data/training\Actor_26\667_26_01_01_01_yearn_negative.wav,negative
2913,data/training\Actor_26\668_26_01_01_01_yearn_negative.wav,negative
2914,data/training\Actor_26\66_26_01_01_01_hole_negative.wav,negative
2915,data/training\Actor_26\670_26_01_01_01_yearn_negative.wav,negative
2916,data/training\Actor_26\671_26_01_01_01_yes_negative.wav,negative
2917,data/training\Actor_26\672_26_01_01_01_yes_negative.wav,negative
2918,data/training\Actor_26\674_26_01_01_01_yes_negative.wav,negative
2919,data/training\Actor_26\678_26_01_01_01_young_negative.wav,negative
2920,data/training\Actor_26\679_26_01_01_01_young_negative.wav,negative
2921,data/training\Actor_26\681_26_01_01_01_young_negative.wav,negative
2922,data/training\Actor_26\683_26_01_01_01_youth_negative.wav,negative
2923,data/training\Actor_26\684_26_01_01_01_youth_negative.wav,negative
2924,data/training\Actor_26\686_26_01_01_01_youth_negative.wav,negative
2925,data/training\Actor_26\68_26_01_01_01_hole_negative.wav,negative
2926,data/training\Actor_26\69_26_01_01_01_home_negative.wav,negative
2927,data/training\Actor_26\70_26_01_01_01_home_negative.wav,negative
2928,data/training\Actor_26\72_26_01_01_01_home_negative.wav,negative
2929,data/training\Actor_26\74_26_01_01_01_hurl_negative.wav,negative
2930,data/training\Actor_26\75_26_01_01_01_hurl_negative.wav,negative
2931,data/training\Actor_26\77_26_01_01_01_hurl_negative.wav,negative
2932,data/training\Actor_26\78_26_01_01_01_hush_negative.wav,negative
2933,data/training\Actor_26\79_26_01_01_01_hush_negative.wav,negative
2934,data/training\Actor_26\7_26_01_01_01_get_negative.wav,negative
2935,data/training\Actor_26\81_26_01_01_01_hush_negative.wav,negative
2936,data/training\Actor_26\82_26_01_01_01_jail_negative.wav,negative
2937,data/training\Actor_26\83_26_01_01_01_jail_negative.wav,negative
2938,data/training\Actor_26\85_26_01_01_01_jail_negative.wav,negative
2939,data/training\Actor_26\87_26_01_01_01_jar_negative.wav,negative
2940,data/training\Actor_26\88_26_01_01_01_jar_negative.wav,negative
2941,data/training\Actor_26\90_26_01_01_01_jar_negative.wav,negative
2942,data/training\Actor_26\91_26_01_01_01_join_negative.wav,negative
2943,data/training\Actor_26\92_26_01_01_01_join_negative.wav,negative
2944,data/training\Actor_26\94_26_01_01_01_join_negative.wav,negative
2945,data/training\Actor_26\95_26_01_01_01_judge_negative.wav,negative
2946,data/training\Actor_26\96_26_01_01_01_judge_negative.wav,negative
2947,data/training\Actor_26\98_26_01_01_01_judge_negative.wav,negative
2948,data/training\Actor_26\9_26_01_01_01_get_negative.wav,negative
2949,data/training\Actor_01\01_01_01_01_dogs-sitting_neutral.wav,neutral
2950,data/training\Actor_01\01_01_01_01_kids-talking_neutral.wav,neutral
2951,data/training\Actor_01\01_01_01_02_dogs-sitting_neutral.wav,neutral
2952,data/training\Actor_01\01_01_01_02_kids-talking_neutral.wav,neutral
2953,data/training\Actor_01\01_02_01_01_dogs-sitting_neutral.wav,neutral
2954,data/training\Actor_01\01_02_01_01_kids-talking_neutral.wav,neutral
2955,data/training\Actor_01\01_02_01_02_dogs-sitting_neutral.wav,neutral
2956,data/training\Actor_01\01_02_01_02_kids-talking_neutral.wav,neutral
2957,data/training\Actor_01\03-01-02-01-01-01-01_neutral.wav,neutral
2958,data/training\Actor_01\03-01-02-01-01-02-01_neutral.wav,neutral
2959,data/training\Actor_01\03-01-02-01-02-01-01_neutral.wav,neutral
2960,data/training\Actor_01\03-01-02-01-02-02-01_neutral.wav,neutral
2961,data/training\Actor_01\03-01-02-02-01-01-01_neutral.wav,neutral
2962,data/training\Actor_01\03-01-02-02-01-02-01_neutral.wav,neutral
2963,data/training\Actor_01\03-01-02-02-02-01-01_neutral.wav,neutral
2964,data/training\Actor_01\03-01-02-02-02-02-01_neutral.wav,neutral
2965,data/training\Actor_01\03-02-01-01-01-01-01_neutral.wav,neutral
2966,data/training\Actor_01\03-02-01-01-01-02-01_neutral.wav,neutral
2967,data/training\Actor_01\03-02-01-01-02-01-01_neutral.wav,neutral
2968,data/training\Actor_01\03-02-01-01-02-02-01_neutral.wav,neutral
2969,data/training\Actor_01\03-02-02-01-01-01-01_neutral.wav,neutral
2970,data/training\Actor_01\03-02-02-01-01-02-01_neutral.wav,neutral
2971,data/training\Actor_01\03-02-02-01-02-01-01_neutral.wav,neutral
2972,data/training\Actor_01\03-02-02-01-02-02-01_neutral.wav,neutral
2973,data/training\Actor_01\03-02-02-02-01-01-01_neutral.wav,neutral
2974,data/training\Actor_01\03-02-02-02-01-02-01_neutral.wav,neutral
2975,data/training\Actor_01\03-02-02-02-02-01-01_neutral.wav,neutral
2976,data/training\Actor_01\03-02-02-02-02-02-01_neutral.wav,neutral
2977,data/training\Actor_02\02_01_01_01_dogs-sitting_neutral.wav,neutral
2978,data/training\Actor_02\02_01_01_01_kids-talking_neutral.wav,neutral
2979,data/training\Actor_02\02_01_01_02_dogs-sitting_neutral.wav,neutral
2980,data/training\Actor_02\02_01_01_02_kids-talking_neutral.wav,neutral
2981,data/training\Actor_02\02_02_01_01_dogs-sitting_neutral.wav,neutral
2982,data/training\Actor_02\02_02_01_01_kids-talking_neutral.wav,neutral
2983,data/training\Actor_02\02_02_01_02_dogs-sitting_neutral.wav,neutral
2984,data/training\Actor_02\02_02_01_02_kids-talking_neutral.wav,neutral
2985,data/training\Actor_02\03-01-02-01-01-01-02_neutral.wav,neutral
2986,data/training\Actor_02\03-01-02-01-01-02-02_neutral.wav,neutral
2987,data/training\Actor_02\03-01-02-01-02-01-02_neutral.wav,neutral
2988,data/training\Actor_02\03-01-02-01-02-02-02_neutral.wav,neutral
2989,data/training\Actor_02\03-01-02-02-01-01-02_neutral.wav,neutral
2990,data/training\Actor_02\03-01-02-02-01-02-02_neutral.wav,neutral
2991,data/training\Actor_02\03-01-02-02-02-01-02_neutral.wav,neutral
2992,data/training\Actor_02\03-01-02-02-02-02-02_neutral.wav,neutral
2993,data/training\Actor_02\03-02-01-01-01-01-02_neutral.wav,neutral
2994,data/training\Actor_02\03-02-01-01-01-02-02_neutral.wav,neutral
2995,data/training\Actor_02\03-02-01-01-02-01-02_neutral.wav,neutral
2996,data/training\Actor_02\03-02-01-01-02-02-02_neutral.wav,neutral
2997,data/training\Actor_02\03-02-02-01-01-01-02_neutral.wav,neutral
2998,data/training\Actor_02\03-02-02-01-01-02-02_neutral.wav,neutral
2999,data/training\Actor_02\03-02-02-01-02-01-02_neutral.wav,neutral
3000,data/training\Actor_02\03-02-02-01-02-02-02_neutral.wav,neutral
3001,data/training\Actor_02\03-02-02-02-01-01-02_neutral.wav,neutral
3002,data/training\Actor_02\03-02-02-02-01-02-02_neutral.wav,neutral
3003,data/training\Actor_02\03-02-02-02-02-01-02_neutral.wav,neutral
3004,data/training\Actor_02\03-02-02-02-02-02-02_neutral.wav,neutral
3005,data/training\Actor_03\03-01-02-01-01-01-03_neutral.wav,neutral
3006,data/training\Actor_03\03-01-02-01-01-02-03_neutral.wav,neutral
3007,data/training\Actor_03\03-01-02-01-02-01-03_neutral.wav,neutral
3008,data/training\Actor_03\03-01-02-01-02-02-03_neutral.wav,neutral
3009,data/training\Actor_03\03-01-02-02-01-01-03_neutral.wav,neutral
3010,data/training\Actor_03\03-01-02-02-01-02-03_neutral.wav,neutral
3011,data/training\Actor_03\03-01-02-02-02-01-03_neutral.wav,neutral
3012,data/training\Actor_03\03-01-02-02-02-02-03_neutral.wav,neutral
3013,data/training\Actor_03\03-02-01-01-01-01-03_neutral.wav,neutral
3014,data/training\Actor_03\03-02-01-01-01-02-03_neutral.wav,neutral
3015,data/training\Actor_03\03-02-01-01-02-01-03_neutral.wav,neutral
3016,data/training\Actor_03\03-02-01-01-02-02-03_neutral.wav,neutral
3017,data/training\Actor_03\03-02-02-01-01-01-03_neutral.wav,neutral
3018,data/training\Actor_03\03-02-02-01-01-02-03_neutral.wav,neutral
3019,data/training\Actor_03\03-02-02-01-02-01-03_neutral.wav,neutral
3020,data/training\Actor_03\03-02-02-01-02-02-03_neutral.wav,neutral
3021,data/training\Actor_03\03-02-02-02-01-01-03_neutral.wav,neutral
3022,data/training\Actor_03\03-02-02-02-01-02-03_neutral.wav,neutral
3023,data/training\Actor_03\03-02-02-02-02-01-03_neutral.wav,neutral
3024,data/training\Actor_03\03-02-02-02-02-02-03_neutral.wav,neutral
3025,data/training\Actor_03\03_01_01_01_dogs-sitting_neutral.wav,neutral
3026,data/training\Actor_03\03_01_01_01_kids-talking_neutral.wav,neutral
3027,data/training\Actor_03\03_01_01_02_dogs-sitting_neutral.wav,neutral
3028,data/training\Actor_03\03_01_01_02_kids-talking_neutral.wav,neutral
3029,data/training\Actor_03\03_02_01_01_dogs-sitting_neutral.wav,neutral
3030,data/training\Actor_03\03_02_01_01_kids-talking_neutral.wav,neutral
3031,data/training\Actor_03\03_02_01_02_dogs-sitting_neutral.wav,neutral
3032,data/training\Actor_03\03_02_01_02_kids-talking_neutral.wav,neutral
3033,data/training\Actor_04\03-01-02-01-01-01-04_neutral.wav,neutral
3034,data/training\Actor_04\03-01-02-01-01-02-04_neutral.wav,neutral
3035,data/training\Actor_04\03-01-02-01-02-01-04_neutral.wav,neutral
3036,data/training\Actor_04\03-01-02-01-02-02-04_neutral.wav,neutral
3037,data/training\Actor_04\03-01-02-02-01-01-04_neutral.wav,neutral
3038,data/training\Actor_04\03-01-02-02-01-02-04_neutral.wav,neutral
3039,data/training\Actor_04\03-01-02-02-02-01-04_neutral.wav,neutral
3040,data/training\Actor_04\03-01-02-02-02-02-04_neutral.wav,neutral
3041,data/training\Actor_04\03-02-01-01-01-01-04_neutral.wav,neutral
3042,data/training\Actor_04\03-02-01-01-01-02-04_neutral.wav,neutral
3043,data/training\Actor_04\03-02-01-01-02-01-04_neutral.wav,neutral
3044,data/training\Actor_04\03-02-01-01-02-02-04_neutral.wav,neutral
3045,data/training\Actor_04\03-02-02-01-01-01-04_neutral.wav,neutral
3046,data/training\Actor_04\03-02-02-01-01-02-04_neutral.wav,neutral
3047,data/training\Actor_04\03-02-02-01-02-01-04_neutral.wav,neutral
3048,data/training\Actor_04\03-02-02-01-02-02-04_neutral.wav,neutral
3049,data/training\Actor_04\03-02-02-02-01-01-04_neutral.wav,neutral
3050,data/training\Actor_04\03-02-02-02-01-02-04_neutral.wav,neutral
3051,data/training\Actor_04\03-02-02-02-02-01-04_neutral.wav,neutral
3052,data/training\Actor_04\03-02-02-02-02-02-04_neutral.wav,neutral
3053,data/training\Actor_04\04_01_01_01_dogs-sitting_neutral.wav,neutral
3054,data/training\Actor_04\04_01_01_01_kids-talking_neutral.wav,neutral
3055,data/training\Actor_04\04_01_01_02_dogs-sitting_neutral.wav,neutral
3056,data/training\Actor_04\04_01_01_02_kids-talking_neutral.wav,neutral
3057,data/training\Actor_04\04_02_01_01_dogs-sitting_neutral.wav,neutral
3058,data/training\Actor_04\04_02_01_01_kids-talking_neutral.wav,neutral
3059,data/training\Actor_04\04_02_01_02_dogs-sitting_neutral.wav,neutral
3060,data/training\Actor_04\04_02_01_02_kids-talking_neutral.wav,neutral
3061,data/training\Actor_05\03-01-02-01-01-01-05_neutral.wav,neutral
3062,data/training\Actor_05\03-01-02-01-01-02-05_neutral.wav,neutral
3063,data/training\Actor_05\03-01-02-01-02-01-05_neutral.wav,neutral
3064,data/training\Actor_05\03-01-02-01-02-02-05_neutral.wav,neutral
3065,data/training\Actor_05\03-01-02-02-01-01-05_neutral.wav,neutral
3066,data/training\Actor_05\03-01-02-02-01-02-05_neutral.wav,neutral
3067,data/training\Actor_05\03-01-02-02-02-01-05_neutral.wav,neutral
3068,data/training\Actor_05\03-01-02-02-02-02-05_neutral.wav,neutral
3069,data/training\Actor_05\03-02-01-01-01-01-05_neutral.wav,neutral
3070,data/training\Actor_05\03-02-01-01-01-02-05_neutral.wav,neutral
3071,data/training\Actor_05\03-02-01-01-02-01-05_neutral.wav,neutral
3072,data/training\Actor_05\03-02-01-01-02-02-05_neutral.wav,neutral
3073,data/training\Actor_05\03-02-02-01-01-01-05_neutral.wav,neutral
3074,data/training\Actor_05\03-02-02-01-01-02-05_neutral.wav,neutral
3075,data/training\Actor_05\03-02-02-01-02-01-05_neutral.wav,neutral
3076,data/training\Actor_05\03-02-02-01-02-02-05_neutral.wav,neutral
3077,data/training\Actor_05\03-02-02-02-01-01-05_neutral.wav,neutral
3078,data/training\Actor_05\03-02-02-02-01-02-05_neutral.wav,neutral
3079,data/training\Actor_05\03-02-02-02-02-01-05_neutral.wav,neutral
3080,data/training\Actor_05\03-02-02-02-02-02-05_neutral.wav,neutral
3081,data/training\Actor_05\05_01_01_01_dogs-sitting_neutral.wav,neutral
3082,data/training\Actor_05\05_01_01_01_kids-talking_neutral.wav,neutral
3083,data/training\Actor_05\05_01_01_02_dogs-sitting_neutral.wav,neutral
3084,data/training\Actor_05\05_01_01_02_kids-talking_neutral.wav,neutral
3085,data/training\Actor_05\05_02_01_01_dogs-sitting_neutral.wav,neutral
3086,data/training\Actor_05\05_02_01_01_kids-talking_neutral.wav,neutral
3087,data/training\Actor_05\05_02_01_02_dogs-sitting_neutral.wav,neutral
3088,data/training\Actor_05\05_02_01_02_kids-talking_neutral.wav,neutral
3089,data/training\Actor_06\03-01-02-01-01-01-06_neutral.wav,neutral
3090,data/training\Actor_06\03-01-02-01-01-02-06_neutral.wav,neutral
3091,data/training\Actor_06\03-01-02-01-02-01-06_neutral.wav,neutral
3092,data/training\Actor_06\03-01-02-01-02-02-06_neutral.wav,neutral
3093,data/training\Actor_06\03-01-02-02-01-01-06_neutral.wav,neutral
3094,data/training\Actor_06\03-01-02-02-01-02-06_neutral.wav,neutral
3095,data/training\Actor_06\03-01-02-02-02-01-06_neutral.wav,neutral
3096,data/training\Actor_06\03-01-02-02-02-02-06_neutral.wav,neutral
3097,data/training\Actor_06\03-02-01-01-01-01-06_neutral.wav,neutral
3098,data/training\Actor_06\03-02-01-01-01-02-06_neutral.wav,neutral
3099,data/training\Actor_06\03-02-01-01-02-01-06_neutral.wav,neutral
3100,data/training\Actor_06\03-02-01-01-02-02-06_neutral.wav,neutral
3101,data/training\Actor_06\03-02-02-01-01-01-06_neutral.wav,neutral
3102,data/training\Actor_06\03-02-02-01-01-02-06_neutral.wav,neutral
3103,data/training\Actor_06\03-02-02-01-02-01-06_neutral.wav,neutral
3104,data/training\Actor_06\03-02-02-01-02-02-06_neutral.wav,neutral
3105,data/training\Actor_06\03-02-02-02-01-01-06_neutral.wav,neutral
3106,data/training\Actor_06\03-02-02-02-01-02-06_neutral.wav,neutral
3107,data/training\Actor_06\03-02-02-02-02-01-06_neutral.wav,neutral
3108,data/training\Actor_06\03-02-02-02-02-02-06_neutral.wav,neutral
3109,data/training\Actor_06\06_01_01_01_dogs-sitting_neutral.wav,neutral
3110,data/training\Actor_06\06_01_01_01_kids-talking_neutral.wav,neutral
3111,data/training\Actor_06\06_01_01_02_dogs-sitting_neutral.wav,neutral
3112,data/training\Actor_06\06_01_01_02_kids-talking_neutral.wav,neutral
3113,data/training\Actor_06\06_02_01_01_dogs-sitting_neutral.wav,neutral
3114,data/training\Actor_06\06_02_01_01_kids-talking_neutral.wav,neutral
3115,data/training\Actor_06\06_02_01_02_dogs-sitting_neutral.wav,neutral
3116,data/training\Actor_06\06_02_01_02_kids-talking_neutral.wav,neutral
3117,data/training\Actor_07\03-01-02-01-01-01-07_neutral.wav,neutral
3118,data/training\Actor_07\03-01-02-01-01-02-07_neutral.wav,neutral
3119,data/training\Actor_07\03-01-02-01-02-01-07_neutral.wav,neutral
3120,data/training\Actor_07\03-01-02-01-02-02-07_neutral.wav,neutral
3121,data/training\Actor_07\03-01-02-02-01-01-07_neutral.wav,neutral
3122,data/training\Actor_07\03-01-02-02-01-02-07_neutral.wav,neutral
3123,data/training\Actor_07\03-01-02-02-02-01-07_neutral.wav,neutral
3124,data/training\Actor_07\03-01-02-02-02-02-07_neutral.wav,neutral
3125,data/training\Actor_07\03-02-02-01-01-01-07_neutral.wav,neutral
3126,data/training\Actor_07\03-02-02-01-01-02-07_neutral.wav,neutral
3127,data/training\Actor_07\03-02-02-01-02-01-07_neutral.wav,neutral
3128,data/training\Actor_07\03-02-02-01-02-02-07_neutral.wav,neutral
3129,data/training\Actor_07\03-02-02-02-01-01-07_neutral.wav,neutral
3130,data/training\Actor_07\03-02-02-02-01-02-07_neutral.wav,neutral
3131,data/training\Actor_07\03-02-02-02-02-01-07_neutral.wav,neutral
3132,data/training\Actor_07\03-02-02-02-02-02-07_neutral.wav,neutral
3133,data/training\Actor_07\07_01_01_01_dogs-sitting_neutral.wav,neutral
3134,data/training\Actor_07\07_01_01_01_kids-talking_neutral.wav,neutral
3135,data/training\Actor_07\07_01_01_02_dogs-sitting_neutral.wav,neutral
3136,data/training\Actor_07\07_01_01_02_kids-talking_neutral.wav,neutral
3137,data/training\Actor_07\07_02_01_01_dogs-sitting_neutral.wav,neutral
3138,data/training\Actor_07\07_02_01_01_kids-talking_neutral.wav,neutral
3139,data/training\Actor_07\07_02_01_02_dogs-sitting_neutral.wav,neutral
3140,data/training\Actor_07\07_02_01_02_kids-talking_neutral.wav,neutral
3141,data/training\Actor_08\03-01-02-01-01-01-08_neutral.wav,neutral
3142,data/training\Actor_08\03-01-02-01-01-02-08_neutral.wav,neutral
3143,data/training\Actor_08\03-01-02-01-02-01-08_neutral.wav,neutral
3144,data/training\Actor_08\03-01-02-01-02-02-08_neutral.wav,neutral
3145,data/training\Actor_08\03-01-02-02-01-01-08_neutral.wav,neutral
3146,data/training\Actor_08\03-01-02-02-01-02-08_neutral.wav,neutral
3147,data/training\Actor_08\03-01-02-02-02-01-08_neutral.wav,neutral
3148,data/training\Actor_08\03-01-02-02-02-02-08_neutral.wav,neutral
3149,data/training\Actor_08\03-02-02-01-01-01-08_neutral.wav,neutral
3150,data/training\Actor_08\03-02-02-01-01-02-08_neutral.wav,neutral
3151,data/training\Actor_08\03-02-02-01-02-01-08_neutral.wav,neutral
3152,data/training\Actor_08\03-02-02-01-02-02-08_neutral.wav,neutral
3153,data/training\Actor_08\03-02-02-02-01-01-08_neutral.wav,neutral
3154,data/training\Actor_08\03-02-02-02-01-02-08_neutral.wav,neutral
3155,data/training\Actor_08\03-02-02-02-02-01-08_neutral.wav,neutral
3156,data/training\Actor_08\03-02-02-02-02-02-08_neutral.wav,neutral
3157,data/training\Actor_08\08_01_01_01_dogs-sitting_neutral.wav,neutral
3158,data/training\Actor_08\08_01_01_01_kids-talking_neutral.wav,neutral
3159,data/training\Actor_08\08_01_01_02_dogs-sitting_neutral.wav,neutral
3160,data/training\Actor_08\08_01_01_02_kids-talking_neutral.wav,neutral
3161,data/training\Actor_08\08_02_01_01_dogs-sitting_neutral.wav,neutral
3162,data/training\Actor_08\08_02_01_01_kids-talking_neutral.wav,neutral
3163,data/training\Actor_08\08_02_01_02_dogs-sitting_neutral.wav,neutral
3164,data/training\Actor_08\08_02_01_02_kids-talking_neutral.wav,neutral
3165,data/training\Actor_09\03-01-02-01-01-01-09_neutral.wav,neutral
3166,data/training\Actor_09\03-01-02-01-01-02-09_neutral.wav,neutral
3167,data/training\Actor_09\03-01-02-01-02-01-09_neutral.wav,neutral
3168,data/training\Actor_09\03-01-02-01-02-02-09_neutral.wav,neutral
3169,data/training\Actor_09\03-01-02-02-01-01-09_neutral.wav,neutral
3170,data/training\Actor_09\03-01-02-02-01-02-09_neutral.wav,neutral
3171,data/training\Actor_09\03-01-02-02-02-01-09_neutral.wav,neutral
3172,data/training\Actor_09\03-01-02-02-02-02-09_neutral.wav,neutral
3173,data/training\Actor_09\03-02-02-01-01-01-09_neutral.wav,neutral
3174,data/training\Actor_09\03-02-02-01-01-02-09_neutral.wav,neutral
3175,data/training\Actor_09\03-02-02-01-02-01-09_neutral.wav,neutral
3176,data/training\Actor_09\03-02-02-01-02-02-09_neutral.wav,neutral
3177,data/training\Actor_09\03-02-02-02-01-01-09_neutral.wav,neutral
3178,data/training\Actor_09\03-02-02-02-01-02-09_neutral.wav,neutral
3179,data/training\Actor_09\03-02-02-02-02-01-09_neutral.wav,neutral
3180,data/training\Actor_09\03-02-02-02-02-02-09_neutral.wav,neutral
3181,data/training\Actor_09\09_01_01_01_dogs-sitting_neutral.wav,neutral
3182,data/training\Actor_09\09_01_01_01_kids-talking_neutral.wav,neutral
3183,data/training\Actor_09\09_01_01_02_dogs-sitting_neutral.wav,neutral
